,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
234,Oral Roberts,33,17,16,.515,-2.94,-4.43,,10,8,,9,4,,5,11,,71.4,69.3,,40.3,25.2,54.7,.460,4.76,13.5,.351,16.3,22.6,.720,11.0,35.4,12.1,5.21,4.45,11.4,19.5
235,Oregon State,32,16,16,.500,6.03,5.87,,8,10,,12,5,,3,9,,75.8,75.6,,40.5,25.8,52.8,.488,5.53,14.1,.392,18.7,26.9,.695,9.75,34.3,13.4,4.84,4.75,13.5,19.0
236,Oregon NCAA,34,24,10,.706,15.75,8.05,,10,8,,15,3,,5,5,,81.9,74.1,,40.7,27.3,58.1,.469,7.62,19.6,.389,19.6,25.4,.772,10.5,34.1,14.5,7.74,3.32,11.4,21.3
237,Pacific,34,18,16,.529,1.74,3.25,,6,12,,10,5,,5,9,,73.1,74.2,,40.1,24.8,55.6,.446,6.35,17.6,.360,17.2,22.4,.765,11.0,34.6,12.4,5.09,1.79,12.2,22.6
238,Penn State,34,16,18,.471,7.68,7.06,,6,12,,10,8,,4,8,,70.9,70.2,,40.4,24.1,56.3,.428,6.18,19.4,.319,16.4,22.2,.741,10.5,35.2,11.3,4.53,4.68,10.6,20.9
239,Pennsylvania,28,8,20,.286,-6.59,-0.01,,5,9,,6,8,,2,12,,68.3,74.8,,40.2,24.4,54.2,.451,5.00,15.6,.321,14.4,21.2,.678,9.57,33.5,14.6,5.82,3.46,16.1,22.6
240,Pepperdine,31,15,16,.484,0.80,2.60,,8,10,,8,6,,6,7,,71.2,72.5,,40.2,24.9,54.9,.454,6.35,17.8,.358,14.9,21.3,.700,10.1,34.7,13.8,4.77,4.32,12.2,18.8
241,Pittsburgh NCAA,36,26,10,.722,17.46,7.54,,11,7,,13,5,,7,2,,71.8,61.9,,40.7,24.9,54.0,.460,5.08,14.5,.351,17.0,23.9,.712,12.0,35.9,15.6,7.06,2.97,10.4,17.2
242,Portland State,32,17,15,.531,-7.59,-5.59,,11,9,,12,5,,4,9,,72.5,72.2,,40.9,25.1,54.0,.464,6.13,17.0,.361,16.3,22.2,.731,8.91,30.6,12.8,6.06,2.16,11.4,19.3
243,Portland,31,15,16,.484,4.77,1.73,,7,11,,10,6,,3,9,,75.1,72.0,,41.0,26.1,57.4,.456,6.16,15.6,.394,16.6,22.6,.735,10.9,36.0,15.2,5.94,4.13,11.8,20.0
244,Prairie View,34,11,23,.324,-16.72,-7.99,,6,12,,6,6,,2,16,,69.5,77.1,,41.3,23.9,57.3,.417,6.56,19.1,.343,15.1,23.3,.649,11.9,34.2,10.6,7.15,2.62,14.4,21.9
245,Presbyterian,32,6,26,.188,-20.71,-7.51,,2,14,,5,8,,1,15,,65.4,76.4,,40.0,24.1,53.9,.448,5.94,16.8,.353,11.2,16.5,.677,7.63,30.6,11.6,4.41,3.00,12.4,15.4
246,Princeton,30,21,9,.700,3.01,-2.40,,8,6,,11,2,,9,6,,70.6,64.4,,40.7,23.5,53.1,.442,9.27,25.8,.359,14.4,20.0,.721,8.40,32.7,14.4,6.30,3.63,11.2,16.9
247,Providence NCAA,35,23,12,.657,11.37,7.85,,10,8,,13,3,,5,6,,73.3,69.8,,41.4,24.3,56.7,.428,6.23,17.9,.347,18.6,23.7,.782,12.3,36.5,13.6,5.54,4.94,11.6,17.2
248,Purdue,32,15,17,.469,8.21,7.62,,5,13,,12,5,,2,8,,72.3,71.7,,40.9,25.7,60.2,.427,5.50,16.8,.327,15.4,22.9,.671,13.9,39.3,13.1,5.59,5.25,12.3,20.7
249,Quinnipiac,32,20,12,.625,-0.13,-2.41,,14,6,,10,3,,8,8,,78.8,76.5,,40.3,26.1,61.5,.424,5.41,15.2,.357,21.2,29.6,.716,16.7,45.4,12.6,3.59,4.59,12.6,19.5
250,Radford,35,22,13,.629,-7.90,-8.31,,10,6,,10,4,,9,8,,78.0,74.3,,40.1,27.8,58.1,.478,6.31,17.4,.362,16.1,23.4,.688,11.3,34.7,13.1,7.06,3.66,10.9,18.9
251,Rhode Island,32,14,18,.438,2.87,3.26,,5,12,,10,6,,3,11,,67.8,68.1,,40.2,23.6,53.2,.443,4.75,14.8,.321,15.9,24.3,.653,11.1,36.1,12.0,4.94,5.19,14.1,20.3
252,Rice,30,7,23,.233,-9.43,-0.43,,2,14,,5,9,,1,11,,61.8,69.4,,40.8,21.2,52.7,.403,7.90,24.4,.323,11.4,17.6,.649,7.77,32.4,13.8,4.67,1.90,13.1,19.0
253,Richmond,33,19,14,.576,5.70,4.30,,8,8,,12,4,,5,8,,66.5,65.2,,40.6,22.7,53.8,.422,6.33,19.7,.322,14.8,22.1,.669,9.21,32.5,10.6,5.85,4.30,10.6,19.3
254,Rider,31,14,17,.452,-4.34,-1.69,,9,11,,6,7,,6,8,,73.9,76.6,,40.6,24.0,55.0,.436,7.65,19.3,.397,18.4,25.1,.731,10.9,33.5,12.2,6.06,2.87,13.2,20.1
255,Robert Morris,36,22,14,.611,-3.52,-3.79,,14,2,,12,3,,10,11,,72.0,71.8,,40.1,24.7,56.5,.438,7.53,19.5,.385,15.1,20.7,.728,10.7,33.5,12.4,7.08,1.81,11.4,18.2
256,Rutgers,33,12,21,.364,-0.29,5.80,,5,13,,10,10,,1,10,,71.1,76.2,,40.0,24.9,58.5,.426,6.03,18.0,.336,15.2,21.5,.706,12.1,35.4,12.7,5.76,4.24,12.6,20.6
257,Sacramento State,30,14,16,.467,-8.04,-5.54,,10,10,,11,3,,3,12,,69.0,69.3,,40.3,24.5,53.3,.460,6.10,16.4,.373,13.9,19.2,.725,9.37,31.6,13.4,5.27,1.40,11.3,21.1
258,Sacred Heart,31,5,26,.161,-12.93,-5.97,,2,14,,1,10,,4,13,,69.7,76.7,,40.5,24.5,59.2,.413,6.35,19.5,.327,14.5,21.1,.685,12.2,34.5,12.5,5.35,2.10,12.2,19.9
259,Saint Francis (PA),31,10,21,.323,-13.20,-5.65,,7,9,,5,8,,5,13,,61.8,69.4,,40.0,21.8,53.2,.409,7.10,22.2,.320,11.2,17.4,.642,9.03,30.1,11.6,5.68,2.74,10.7,15.5
260,Saint Joseph's NCAA,34,24,10,.706,9.05,5.08,,11,5,,11,4,,8,4,,71.6,67.6,,40.1,24.7,52.6,.470,7.35,19.4,.379,14.8,22.9,.645,9.38,35.8,14.0,4.44,4.53,12.0,16.0
261,Saint Louis NCAA,34,27,7,.794,11.63,4.24,,13,3,,14,3,,11,1,,69.8,61.9,,40.4,24.4,55.0,.444,5.59,17.7,.316,15.5,22.2,.697,10.1,36.2,14.2,7.44,4.06,12.7,17.6
262,Saint Mary's (CA),35,23,12,.657,9.35,4.29,,11,7,,16,3,,6,6,,71.5,65.5,,40.2,23.4,51.9,.450,7.03,18.3,.384,17.7,24.9,.708,11.6,33.9,12.3,5.80,3.34,11.7,19.4
263,Saint Peter's,31,14,17,.452,-5.88,-3.27,,9,11,,8,5,,5,11,,63.3,65.9,,40.3,21.3,52.2,.407,5.26,16.6,.316,15.5,22.0,.704,10.6,34.0,9.77,6.42,4.35,12.0,18.3
264,Sam Houston State,35,24,11,.686,-4.45,-7.60,,13,5,,12,2,,7,7,,75.6,69.5,,40.6,25.0,54.1,.462,7.14,18.2,.392,18.5,27.7,.668,11.9,34.9,15.7,6.74,3.49,12.8,21.3
265,Samford,33,13,20,.394,-14.91,-7.41,,6,10,,10,4,,2,15,,70.5,76.4,,40.2,25.7,54.3,.474,4.88,14.8,.330,14.2,21.0,.676,9.06,32.1,13.6,5.61,3.00,12.8,21.0
266,San Diego State NCAA,36,31,5,.861,14.95,4.86,,16,2,,15,1,,9,2,,70.3,57.0,,40.3,24.3,55.8,.435,5.17,14.4,.358,16.6,25.1,.663,13.1,37.9,9.89,7.61,5.08,9.86,16.7
267,San Diego,35,18,17,.514,2.16,1.97,,7,11,,10,7,,6,8,,67.5,65.2,,40.0,23.3,51.9,.450,6.43,17.1,.375,14.4,20.7,.696,9.57,33.1,11.7,5.77,3.91,11.9,18.6
268,San Francisco,33,21,12,.636,5.92,4.28,,13,5,,13,6,,7,5,,74.8,71.4,,40.6,26.1,55.1,.473,6.79,18.7,.362,15.8,24.5,.648,11.3,35.6,14.5,5.36,2.58,11.5,19.5
269,San Jose State,31,7,24,.226,-7.96,3.05,,1,17,,4,9,,3,12,,62.5,71.7,,40.5,20.4,54.4,.374,8.55,25.7,.332,13.3,18.4,.722,10.4,35.7,11.2,4.29,2.77,13.4,20.5
270,Santa Clara,33,14,19,.424,0.88,3.01,,6,12,,7,8,,5,8,,70.9,70.5,,40.2,23.9,56.2,.425,7.52,20.5,.366,15.6,21.3,.733,10.4,32.0,12.2,6.06,4.15,9.97,20.1
271,Savannah State,32,13,19,.406,-9.57,-5.37,,10,6,,7,5,,5,11,,61.5,64.3,,40.5,21.7,51.7,.419,4.91,15.7,.313,13.3,20.4,.652,11.0,33.5,10.4,6.97,4.91,15.7,20.9
272,Seattle,30,13,17,.433,-5.86,-4.11,,5,11,,7,7,,5,9,,71.3,70.6,,40.5,25.3,59.9,.423,7.40,21.9,.338,13.2,20.3,.652,14.0,38.4,13.1,6.40,3.03,14.0,22.1
273,Seton Hall,34,17,17,.500,7.53,5.56,,6,12,,10,8,,4,7,,71.8,69.9,,40.7,24.0,52.9,.454,7.41,20.7,.358,16.4,22.8,.721,8.47,32.4,13.3,6.65,2.74,12.2,19.9
274,Siena,38,20,18,.526,-0.86,-0.15,,11,9,,14,5,,6,9,,69.3,70.1,,40.5,23.9,57.0,.419,4.45,13.6,.328,17.1,23.8,.720,13.8,37.6,13.5,5.84,4.68,13.8,22.5
275,South Alabama,31,11,20,.355,-5.08,-0.51,,5,13,,10,6,,1,12,,68.9,70.4,,40.6,23.1,57.3,.403,7.77,23.4,.333,14.9,21.9,.682,12.2,37.3,11.3,4.94,3.97,12.3,20.0
276,South Carolina State,30,9,21,.300,-17.21,-5.96,,5,11,,7,6,,2,14,,62.8,72.7,,40.7,22.5,57.0,.396,4.93,17.5,.282,12.8,19.6,.652,13.4,36.3,12.1,5.60,3.30,15.1,19.2
277,South Carolina Upstate,34,19,15,.559,-2.02,-4.61,,11,7,,12,3,,5,12,,73.3,67.1,,39.4,26.2,57.8,.453,6.18,19.6,.315,14.8,21.9,.675,12.5,36.5,15.5,6.68,3.47,12.1,18.2
278,South Carolina,34,14,20,.412,5.41,6.96,,5,13,,9,7,,1,11,,68.3,69.9,,40.0,22.5,54.5,.413,5.74,15.2,.378,17.6,24.9,.706,13.8,35.4,12.2,6.29,3.76,14.3,22.7
279,South Dakota State,32,19,13,.594,-0.17,-1.93,,10,4,,10,3,,7,8,,72.3,68.7,,40.0,24.0,53.7,.447,6.53,18.9,.345,17.8,23.5,.756,9.91,35.6,13.2,5.44,3.19,11.9,17.5
280,South Dakota,30,12,18,.400,-7.07,-0.81,,6,8,,10,3,,2,13,,69.5,71.7,,40.2,23.8,53.8,.442,6.37,18.0,.354,15.6,20.7,.751,8.77,32.8,12.7,5.43,3.77,12.4,17.4
281,South Florida,32,12,20,.375,-0.52,4.60,,3,15,,7,10,,5,7,,65.6,70.8,,40.5,23.5,54.0,.434,3.03,11.8,.258,15.7,23.7,.662,11.1,35.1,12.6,5.81,3.69,12.8,17.7
282,Southeast Missouri State,32,18,14,.563,-5.49,-6.59,,8,8,,9,4,,5,9,,82.9,78.6,,40.5,30.0,60.1,.499,6.81,19.0,.359,16.1,23.2,.692,11.3,37.2,16.7,7.13,4.25,13.1,20.0
283,Southeastern Louisiana,30,12,18,.400,-13.06,-7.67,,7,11,,8,5,,4,11,,69.5,72.4,,40.3,23.8,53.7,.443,6.80,18.7,.364,15.1,21.7,.697,8.53,31.9,11.7,4.57,4.13,12.1,19.8
284,Southern California,32,11,21,.344,2.60,8.02,,2,16,,8,8,,2,10,,70.6,75.3,,40.5,25.0,57.0,.439,4.56,15.7,.291,15.9,23.8,.670,11.1,37.0,12.6,5.44,4.41,14.0,19.6
285,SIU Edwardsville,31,11,20,.355,-10.61,-5.33,,7,9,,9,5,,2,12,,73.0,76.3,,40.2,26.0,55.3,.470,7.19,19.0,.378,13.8,20.8,.665,9.61,31.1,14.1,6.84,3.03,13.8,20.2
286,Southern Illinois,33,14,19,.424,-0.46,0.23,,9,9,,9,5,,3,11,,66.9,66.9,,40.2,23.7,52.0,.455,4.48,13.6,.330,15.1,22.5,.672,11.2,33.5,10.0,7.18,2.12,12.2,19.2
287,Southern Methodist,37,27,10,.730,13.73,4.97,,12,6,,18,1,,6,6,,71.0,62.2,,40.0,25.3,52.4,.483,4.70,12.4,.379,15.6,22.9,.683,10.9,36.0,15.1,7.62,4.46,13.3,18.7
288,Southern Mississippi,36,29,7,.806,6.84,-0.08,,13,3,,15,0,,10,6,,72.1,63.3,,40.1,24.3,52.3,.463,5.58,16.0,.349,18.0,26.6,.679,12.3,35.7,14.1,8.17,2.06,12.9,20.6
289,Southern Utah,29,2,27,.069,-19.90,-3.19,,1,19,,2,11,,0,16,,59.0,74.9,,40.2,20.4,50.4,.404,4.52,13.8,.327,13.7,19.9,.689,8.07,28.5,10.8,4.45,3.24,13.9,23.3
290,Southern,32,19,13,.594,-4.22,-7.95,,15,3,,10,4,,9,8,,71.2,62.7,,40.3,25.7,56.9,.452,5.88,17.3,.339,13.9,22.4,.618,11.9,38.6,13.1,6.22,4.88,13.3,21.4
291,St. Bonaventure,33,18,15,.545,5.92,2.64,,6,10,,10,4,,4,9,,73.4,70.1,,40.0,25.9,57.0,.455,4.70,14.4,.326,16.8,23.5,.716,12.7,35.3,13.4,6.97,4.21,12.8,20.2
292,St. Francis (NY),32,18,14,.563,-4.64,-5.90,,9,7,,10,3,,7,11,,69.0,66.8,,40.5,24.4,56.7,.431,6.09,19.3,.315,14.1,20.6,.683,12.0,37.2,12.5,5.66,5.31,13.2,20.0
293,St. John's (NY),33,20,13,.606,11.68,6.56,,10,8,,14,5,,4,5,,72.8,67.7,,40.8,26.3,59.0,.445,4.97,14.2,.349,15.3,21.9,.699,11.3,36.8,13.2,6.79,7.55,10.7,18.9
294,Stanford NCAA,36,23,13,.639,13.42,9.00,,10,8,,12,4,,6,5,,72.7,68.3,,40.1,24.9,54.2,.459,5.78,15.9,.364,17.1,24.4,.702,9.64,34.9,11.5,5.31,4.28,11.4,18.2
295,Stephen F. Austin NCAA,35,32,3,.914,4.82,-6.76,,18,0,,15,0,,14,2,,76.0,63.4,,40.3,26.3,56.9,.463,7.09,20.5,.345,16.3,22.9,.711,12.9,33.9,16.4,7.34,2.97,11.2,20.9
296,Stetson,31,7,24,.226,-15.81,-4.97,,5,13,,6,6,,1,15,,61.8,72.6,,40.3,22.0,52.5,.420,5.13,17.5,.294,12.6,19.0,.663,9.48,29.9,11.9,5.61,3.74,12.4,17.1
297,Stony Brook,34,23,11,.676,-1.71,-6.47,,13,3,,12,3,,8,6,,71.4,66.3,,40.2,25.3,55.9,.453,5.41,15.2,.355,15.4,21.3,.720,11.6,36.8,12.8,5.88,3.18,12.5,19.0
298,Syracuse NCAA,34,28,6,.824,16.05,7.25,,14,4,,16,2,,8,2,,68.0,59.2,,40.3,24.1,55.1,.437,4.91,14.9,.331,14.9,21.0,.708,13.1,35.3,11.8,7.97,5.03,9.00,16.1
299,Temple,31,9,22,.290,2.69,6.88,,4,14,,4,9,,2,9,,73.9,78.1,,40.8,26.7,62.4,.428,6.48,19.2,.338,14.0,19.8,.707,12.4,35.5,13.6,5.81,3.52,10.5,18.5
300,Tennessee-Martin,31,8,23,.258,-13.45,-4.82,,3,13,,5,10,,3,13,,74.3,81.5,,40.0,25.5,60.3,.424,7.03,20.5,.343,16.2,22.3,.725,11.3,31.7,13.7,7.55,2.65,11.6,21.1
301,Tennessee State,30,5,25,.167,-9.82,-1.99,,4,12,,3,10,,2,13,,68.7,75.5,,40.2,23.6,54.9,.429,4.90,16.7,.293,16.7,23.8,.700,11.5,33.6,10.5,5.43,2.80,12.4,21.4
302,Tennessee Tech,33,17,16,.515,-8.09,-4.57,,9,7,,10,4,,6,9,,72.0,72.0,,40.0,24.9,54.8,.454,5.61,17.1,.327,16.6,24.5,.677,11.8,35.5,12.4,7.42,4.67,14.8,22.1
303,Tennessee NCAA,37,24,13,.649,17.34,7.84,,11,7,,14,3,,4,7,,72.2,61.7,,40.3,25.1,55.4,.453,5.54,17.1,.325,16.6,23.0,.719,13.5,38.5,12.8,5.19,4.65,10.5,16.7
304,Texas A&M-Corpus Christi,34,18,16,.529,-6.41,-6.69,,14,4,,10,7,,8,8,,69.1,68.0,,40.1,24.6,51.9,.474,4.35,11.9,.365,15.5,23.4,.663,10.7,33.4,12.5,6.59,2.88,11.9,20.1
305,Texas A&M,34,18,16,.529,5.50,3.62,,8,10,,17,3,,1,9,,64.7,62.8,,40.7,22.8,53.6,.425,5.79,18.3,.317,13.4,20.8,.642,9.56,33.7,12.9,6.41,3.82,11.4,17.9
306,UT Arlington,32,15,17,.469,-4.92,-0.92,,9,9,,9,5,,5,11,,76.3,77.8,,40.8,25.5,58.3,.437,8.09,23.4,.346,17.3,24.5,.706,11.7,37.0,12.2,5.09,3.75,13.5,19.8
307,TCU,31,9,22,.290,-1.33,7.90,,0,18,,5,10,,3,9,,63.6,72.5,,40.0,21.1,52.4,.403,4.71,14.6,.322,16.7,22.9,.732,8.35,29.9,11.4,5.97,3.23,11.7,17.2
308,UTEP,34,23,11,.676,4.39,0.05,,12,4,,14,6,,8,2,,69.0,63.3,,40.3,23.4,50.4,.465,4.44,13.4,.330,17.7,25.9,.684,10.2,36.3,13.5,5.00,4.06,13.3,18.2
309,Texas-Rio Grande Valley,32,9,23,.281,-10.65,-4.42,,5,11,,3,10,,5,11,,65.7,70.7,,40.8,23.6,57.1,.413,4.84,17.3,.279,13.6,20.6,.661,10.9,33.1,12.5,7.00,2.34,12.2,20.7
310,UTSA,30,8,22,.267,-11.10,-1.03,,4,12,,7,9,,1,12,,68.9,76.8,,40.2,21.8,51.5,.423,6.03,18.2,.331,19.2,27.9,.690,12.0,34.6,10.5,6.03,1.83,15.8,20.6
311,Texas Southern NCAA,34,19,15,.559,-8.41,-10.07,,12,6,,9,2,,6,11,,76.0,73.9,,40.6,25.2,54.5,.462,6.38,17.7,.360,19.2,26.8,.718,11.4,36.6,14.0,4.56,3.65,13.4,16.5
312,Texas State,31,8,23,.258,-7.74,-1.40,,4,14,,5,9,,1,13,,61.4,66.0,,40.2,22.5,51.7,.435,4.68,15.3,.306,11.7,17.7,.663,10.1,32.4,11.1,5.87,2.81,13.7,18.1
313,Texas Tech,32,14,18,.438,8.61,8.61,,6,12,,11,6,,2,10,,68.4,68.4,,40.2,24.5,53.7,.456,4.38,14.1,.311,15.1,20.8,.728,11.8,32.9,11.4,6.13,3.66,12.0,18.9
314,Texas NCAA,35,24,11,.686,12.67,9.15,,11,7,,16,2,,4,6,,74.2,70.7,,40.1,25.9,59.9,.432,5.09,15.6,.327,17.4,26.0,.671,15.1,41.4,12.9,5.69,5.89,12.2,19.1
315,Toledo,34,27,7,.794,3.30,-1.46,,14,4,,15,0,,9,6,,79.2,73.2,,40.3,27.3,58.7,.465,5.68,16.5,.345,18.9,26.1,.725,12.4,35.8,14.9,6.79,2.97,10.2,17.4
316,Towson,36,25,11,.694,0.55,-3.06,,13,3,,15,1,,9,8,,73.1,68.8,,40.1,24.1,53.1,.454,5.92,16.6,.357,19.1,27.7,.687,12.0,38.8,9.86,4.08,4.92,11.5,19.8
317,Troy,31,11,20,.355,-6.17,-2.90,,6,12,,8,6,,3,11,,68.4,70.0,,40.6,22.7,54.5,.416,7.06,20.8,.340,16.0,24.2,.661,11.6,35.5,11.1,5.87,2.52,12.2,15.9
318,Tulane,34,17,17,.500,-7.89,-1.73,,8,8,,12,7,,4,6,,63.6,69.3,,40.1,20.4,49.4,.413,6.03,17.2,.351,16.8,24.2,.694,10.3,33.7,9.24,4.79,2.85,12.8,18.5
319,Tulsa NCAA,34,21,13,.618,6.23,1.17,,13,3,,11,3,,6,7,,72.7,67.6,,40.3,24.6,55.9,.440,5.79,17.7,.327,17.8,26.3,.676,10.8,36.2,12.6,6.82,3.74,11.6,21.3
320,UCLA NCAA,37,28,9,.757,18.40,7.62,,12,6,,16,2,,5,5,,81.2,70.4,,40.3,29.0,59.4,.489,6.19,16.3,.380,17.0,22.7,.749,9.95,35.4,17.2,9.22,3.00,10.2,17.6
321,Utah State,32,18,14,.563,4.77,3.09,,7,11,,13,5,,4,7,,69.2,66.6,,40.3,24.4,54.1,.452,6.88,16.9,.406,13.5,18.3,.734,10.8,36.4,15.9,3.44,3.63,11.0,17.7
322,Utah Valley,32,20,12,.625,-4.42,-3.65,,13,3,,13,2,,6,9,,67.5,65.4,,40.2,22.8,52.4,.436,6.50,18.8,.347,15.3,20.3,.755,9.19,34.0,14.2,4.97,2.78,11.1,16.8
323,Utah,33,21,12,.636,12.66,6.21,,9,9,,18,2,,2,9,,75.1,64.3,,40.5,26.3,54.0,.488,6.18,17.6,.351,16.3,21.9,.743,9.06,35.2,15.3,6.73,4.52,12.0,17.1
324,Valparaiso,34,18,16,.529,0.21,-0.24,,9,7,,12,6,,5,9,,71.7,67.1,,40.4,23.9,51.1,.468,6.85,18.4,.373,17.1,23.2,.734,9.91,35.9,12.9,5.59,5.09,14.9,20.8
325,Vanderbilt,31,15,16,.484,5.52,6.49,,7,11,,10,6,,3,8,,64.6,65.5,,40.3,22.2,51.5,.431,6.16,19.3,.319,14.0,21.2,.658,9.84,34.5,13.0,4.68,4.45,13.4,17.5
326,Vermont,33,22,11,.667,4.52,-4.57,,15,1,,10,2,,9,8,,70.7,60.6,,40.2,23.8,50.7,.469,5.91,14.8,.400,17.2,23.8,.725,9.91,34.3,12.8,7.21,4.24,12.0,18.6
327,Villanova NCAA,34,29,5,.853,18.97,7.50,,16,2,,15,1,,10,2,,78.0,66.5,,40.7,25.6,56.1,.456,8.94,25.1,.356,17.9,24.9,.716,11.1,37.1,15.4,6.94,4.15,11.9,19.8
328,Virginia Commonwealth NCAA,35,26,9,.743,14.55,4.78,,12,4,,15,0,,6,5,,75.0,65.2,,40.6,26.3,62.7,.420,7.43,21.3,.349,14.9,22.1,.674,13.7,37.6,13.1,11.2,4.29,12.1,19.6
329,VMI,35,22,13,.629,-5.53,-6.33,,11,5,,14,3,,7,9,,88.3,82.6,,40.9,31.1,69.7,.446,8.94,27.5,.325,17.1,24.1,.713,14.4,41.5,14.0,7.26,6.23,10.6,18.9
330,Virginia Tech,31,9,22,.290,1.90,5.99,,2,16,,8,10,,1,8,,62.9,67.0,,40.5,21.5,52.9,.406,6.94,19.2,.361,13.1,20.2,.648,10.8,36.7,10.9,3.26,4.55,12.6,16.9
331,Virginia NCAA,37,30,7,.811,18.38,7.86,,16,2,,15,2,,7,4,,66.2,55.7,,40.2,23.1,50.9,.454,5.57,15.1,.369,14.4,21.4,.673,10.2,35.5,13.1,5.22,4.05,9.78,16.1
332,Wagner,31,19,12,.613,-3.83,-6.73,,12,4,,10,3,,8,7,,71.5,68.5,,40.3,25.0,59.6,.420,5.45,16.3,.335,16.0,21.9,.730,13.0,39.4,11.5,6.29,6.45,12.7,20.5
333,Wake Forest,33,17,16,.515,5.49,6.73,,6,12,,14,4,,1,9,,69.7,70.9,,40.1,23.8,52.7,.451,5.03,15.3,.329,17.2,26.4,.650,10.2,34.6,13.3,5.48,4.00,12.4,19.3
334,Washington State,31,10,21,.323,1.34,7.24,,3,15,,7,8,,1,10,,62.4,67.1,,40.3,21.1,52.7,.400,7.55,23.0,.328,12.6,19.2,.658,9.94,32.8,10.5,5.13,2.87,11.5,18.2
335,Washington,32,17,15,.531,6.26,6.45,,9,9,,14,4,,3,8,,74.5,74.7,,40.3,26.1,58.5,.446,5.84,17.3,.339,16.5,21.7,.758,11.1,34.5,13.3,5.38,2.88,11.4,19.3
336,Weber State NCAA,31,19,12,.613,-0.92,-4.23,,14,6,,13,2,,5,9,,72.7,66.5,,40.6,23.6,49.7,.475,7.16,18.3,.392,18.3,24.7,.741,8.55,34.4,13.1,4.23,3.97,12.3,18.0
337,West Virginia,33,17,16,.515,11.78,8.02,,9,9,,11,5,,3,9,,77.2,73.4,,40.3,26.2,59.8,.439,7.82,20.5,.381,16.8,23.4,.721,11.9,35.6,13.1,6.24,3.00,9.79,20.7
338,Western Carolina,34,19,15,.559,-6.75,-6.43,,10,6,,11,2,,5,11,,74.2,72.6,,40.6,25.5,60.0,.425,7.29,20.8,.351,15.9,22.2,.716,13.6,36.1,12.2,7.29,4.85,12.1,22.3
339,Western Illinois,30,10,20,.333,-7.55,-2.74,,4,10,,7,5,,1,13,,61.3,62.7,,40.3,22.2,48.9,.455,4.73,13.9,.340,12.1,18.2,.664,7.93,30.5,12.4,6.00,2.90,13.3,18.4
340,Western Kentucky,32,20,12,.625,-1.47,-1.34,,12,6,,13,4,,7,7,,68.6,67.6,,40.5,22.9,55.2,.414,7.34,21.8,.337,15.5,23.6,.656,12.5,36.6,11.3,5.16,2.44,13.6,19.0
341,Western Michigan NCAA,33,23,10,.697,1.73,-1.45,,14,4,,13,2,,6,7,,71.9,67.7,,40.6,23.6,51.0,.463,5.91,18.0,.329,18.8,25.9,.724,9.79,34.6,11.4,5.88,3.36,14.1,18.2
342,Wichita State NCAA,36,35,1,.972,16.65,1.74,,18,0,,17,0,,12,0,,75.2,59.5,,40.1,24.9,53.9,.461,6.94,19.8,.351,18.4,25.4,.725,11.6,38.4,13.6,6.86,5.11,10.4,17.0
343,William & Mary,32,20,12,.625,-1.48,-2.29,,10,6,,10,4,,8,6,,73.1,71.3,,40.2,24.9,52.4,.476,8.78,22.0,.399,14.5,20.8,.694,7.81,31.1,14.0,5.53,3.25,10.3,16.2
344,Winthrop,33,20,13,.606,-6.43,-6.56,,10,6,,12,3,,5,10,,74.0,71.4,,40.8,24.9,55.8,.445,8.24,20.8,.397,16.0,22.5,.713,10.1,32.5,11.5,6.39,2.70,12.5,19.7
345,Wisconsin NCAA,38,30,8,.789,19.69,10.19,,12,6,,14,3,,8,3,,73.5,64.0,,40.1,24.4,53.1,.459,7.82,20.8,.376,16.9,22.7,.746,8.87,33.3,12.3,4.82,3.34,8.08,15.1
346,Wofford NCAA,33,20,13,.606,-4.32,-5.95,,11,5,,9,4,,8,8,,66.8,62.2,,40.2,24.5,54.7,.448,5.94,16.5,.360,11.9,17.9,.664,10.7,33.0,12.8,6.21,1.64,10.6,17.5
347,Wright State,36,21,15,.583,0.21,-2.80,,10,6,,13,3,,5,12,,67.2,62.1,,40.0,22.7,49.8,.456,6.11,16.9,.361,15.7,21.3,.739,7.31,29.5,13.7,7.06,3.06,13.3,19.7
348,Wyoming,33,18,15,.545,4.40,2.34,,9,9,,14,4,,3,11,,64.5,61.7,,40.6,21.9,46.5,.472,5.73,16.3,.351,14.9,20.9,.716,5.18,28.9,12.5,4.70,3.76,10.5,16.8
349,Xavier NCAA,34,21,13,.618,11.84,8.14,,10,8,,15,2,,4,6,,71.8,68.1,,40.3,25.6,54.4,.470,5.12,14.7,.348,15.6,22.6,.688,11.1,35.7,14.6,5.76,2.85,12.4,19.8
350,Yale,33,19,14,.576,-1.66,-1.28,,9,5,,9,4,,9,10,,66.9,66.1,,40.2,21.8,52.3,.418,5.30,16.1,.329,17.9,25.8,.694,12.1,35.7,11.5,6.15,4.18,12.9,19.3
351,Youngstown State,32,15,17,.469,-2.30,-1.26,,6,10,,11,4,,2,13,,76.9,74.1,,40.8,26.1,56.9,.459,7.78,22.3,.350,16.9,23.0,.735,9.28,33.3,15.6,6.66,2.69,11.2,19.0
