,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
352,Western Kentucky,33,17,16,.515,-1.04,0.87,,8,12,,9,5,,5,9,,71.4,70.6,,40.3,25.4,57.8,.440,7.55,21.1,.358,13.0,18.2,.712,9.09,34.9,12.6,6.18,5.24,11.6,14.8
353,Western Michigan,31,8,23,.258,-10.21,-1.99,,4,14,,7,7,,1,15,,69.9,74.0,,40.0,25.4,58.7,.432,8.06,24.4,.330,11.1,15.5,.714,12.2,37.0,12.8,4.61,2.19,12.7,16.8
354,Wichita State,32,17,15,.531,6.19,3.66,,9,9,,8,8,,7,4,,71.0,68.5,,40.6,25.8,57.5,.450,6.63,21.4,.309,12.7,17.7,.716,9.75,36.3,13.3,6.34,4.03,12.5,14.9
355,William & Mary,33,13,20,.394,-10.95,-4.14,,7,11,,11,5,,1,14,,67.2,70.3,,40.2,24.0,55.4,.432,7.76,21.2,.367,11.5,16.9,.682,10.0,33.2,12.2,6.03,2.03,12.1,16.2
356,Winthrop,32,15,17,.469,-6.61,-3.58,,10,8,,10,4,,4,11,,73.8,74.4,,40.2,24.6,52.2,.471,8.84,23.7,.374,15.7,21.3,.739,8.13,31.0,11.4,5.13,3.06,14.0,16.8
357,Wisconsin,32,18,14,.563,11.14,9.45,,9,11,,10,6,,5,6,,65.4,63.8,,40.9,23.8,57.4,.415,8.13,23.3,.349,9.69,14.3,.680,7.84,31.3,11.7,6.06,1.56,8.53,16.0
358,Wofford,33,17,16,.515,-4.86,-3.16,,8,10,,12,4,,4,11,,74.7,72.5,,40.6,27.5,58.1,.473,7.48,22.7,.330,12.3,16.7,.737,9.45,33.0,12.5,5.70,2.06,10.9,14.2
359,Wright State,33,18,15,.545,-2.15,-5.70,,10,10,,9,6,,7,8,,79.9,73.7,,40.9,31.2,62.9,.496,6.21,17.4,.357,11.2,15.2,.737,9.21,36.7,15.0,6.27,3.00,12.7,15.6
360,Wyoming,31,9,22,.290,2.57,6.67,,4,14,,7,8,,1,8,,69.2,72.1,,40.2,23.9,54.2,.440,8.65,24.8,.349,12.8,18.0,.711,7.94,32.1,11.1,4.87,2.55,12.0,15.7
361,Xavier NCAA,34,25,9,.735,16.35,9.00,,15,5,,15,2,,7,4,,81.4,74.1,,40.1,30.2,61.1,.494,7.56,19.1,.395,13.4,18.8,.714,10.6,37.6,19.3,6.53,3.18,12.6,15.9
362,Yale,30,21,9,.700,7.61,-1.82,,10,4,,10,2,,8,7,,75.8,63.2,,40.3,28.0,58.8,.477,7.47,20.7,.361,12.2,17.6,.694,9.93,37.8,14.6,6.37,4.10,11.2,17.4
363,Youngstown State,33,24,9,.727,1.68,-6.23,,15,5,,14,2,,9,6,,82.5,72.6,,40.8,30.2,61.4,.491,7.97,21.7,.368,14.2,18.2,.777,10.3,35.5,15.5,7.03,2.70,11.2,16.2
